maize	scallion	guava	mushroom	cabbage	lentil	olive	raisin	persimmon	caraway	kohlrabi	cauliflower	eggplant	nectarine	okra	clementine	leek	pumpkin	horseradish	basil	spinach	grape	chickpea	strawberry	oregano	ginger	parsley	tomato	mustard	butternut	coconut	huckleberry	type
120	1	154	4	117	135	104	27	2	71	212	38	102	0	0	83	0	112	0	2	346	62	0	1	18	77	31	0	150	0	290	0	2
10	0	37	163	45	93	16	209	2	35	137	166	41	0	0	178	0	74	122	0	340	151	269	1	202	85	187	284	162	105	147	0	10
48	223	0	155	52	53	35	83	370	101	3	83	148	137	63	114	192	24	2	346	1	172	0	400	35	43	251	0	0	1	24	282	5
168	125	0	106	134	136	255	84	18	103	0	282	151	205	133	57	482	77	239	199	1	201	114	127	104	155	166	484	0	35	121	380	13
31	0	70	17	45	76	46	251	2	105	157	76	35	193	1	47	490	174	99	513	182	28	80	80	100	153	308	523	137	81	185	0	11
177	6	310	28	11	59	77	23	0	108	131	74	61	3	0	138	0	17	184	0	238	212	88	1	54	79	29	238	180	276	38	2	10
214	2	1	41	52	47	28	137	0	87	0	40	47	1	0	102	1	73	34	3	1	152	551	0	85	105	40	254	1	152	61	1	8
71	4	0	86	27	184	153	63	0	121	1	17	230	0	0	64	1	46	4	0	1	128	0	2	56	277	29	4	0	3	47	0	0
108	3	282	253	9	41	112	2	0	191	103	115	65	1	0	36	0	32	472	0	168	82	150	1	126	60	68	71	68	375	28	0	10
176	0	22	70	90	272	192	20	1	123	0	19	142	3	1	126	3	36	0	0	86	86	1	2	134	111	33	0	43	1	68	0	2
365	0	489	141	69	109	252	130	3	100	57	87	61	4	1	386	0	164	2	2	52	174	1	0	70	26	143	0	117	1	20	0	2
132	15	3	373	67	148	123	111	66	89	0	28	63	0	74	126	0	111	19	0	0	286	278	0	39	35	72	36	1	51	61	43	12
110	1	1	67	135	167	70	79	0	236	1	71	9	120	0	7	280	94	167	240	0	109	79	52	165	46	57	82	1	150	363	0	9
289	0	1	24	121	161	71	42	0	100	0	94	148	200	1	27	152	159	179	11	0	204	315	66	66	15	64	237	0	158	112	2	9
164	0	68	157	274	32	172	100	0	125	202	17	102	159	0	148	61	71	1	221	85	63	2	408	62	92	22	0	60	0	84	0	3
53	1	169	136	102	27	106	118	1	237	161	96	85	198	0	31	318	13	120	268	190	30	364	377	29	46	78	151	215	77	71	3	11
25	39	516	295	155	48	217	198	203	129	174	28	159	1	171	109	1	36	0	0	210	80	2	3	133	37	64	1	124	0	126	450	6
97	41	627	28	86	67	150	55	73	78	337	103	30	56	841	54	71	31	208	22	221	249	437	123	41	177	123	308	123	53	25	290	15
151	143	0	192	67	93	84	158	225	145	0	124	24	0	200	36	2	106	127	1	0	207	213	0	82	204	192	193	1	68	427	172	12
12	1	222	58	63	98	134	18	1	10	220	52	220	93	1	186	179	121	102	240	375	191	194	420	85	45	44	563	173	314	113	1	11
106	213	264	15	195	104	17	127	222	102	87	180	17	32	189	138	24	54	43	215	191	75	264	38	35	67	103	285	65	192	86	231	15
14	194	1	41	201	151	47	255	206	130	1	333	60	3	156	23	1	86	230	0	0	67	665	1	34	33	88	92	0	150	66	256	12
0	1	2	33	110	132	172	51	1	143	1	112	176	0	1	19	0	92	9	1	0	104	314	3	144	98	32	539	0	407	10	3	8
11	3	179	207	66	140	10	89	1	152	256	61	72	0	0	14	5	235	1	3	179	38	2	1	146	22	62	0	357	1	150	3	2
83	351	0	117	219	79	169	52	99	38	0	80	226	0	138	91	3	9	107	0	0	49	168	0	29	50	112	387	0	318	77	105	12
165	3	3	8	63	101	85	94	0	113	0	48	189	0	0	40	0	83	79	0	1	19	254	0	82	32	59	109	0	17	82	0	8
6	0	1	98	112	19	96	93	0	156	0	145	86	1	0	35	3	55	1	0	1	79	314	0	60	193	79	300	3	291	169	0	8
59	0	1	11	23	106	64	35	1	25	1	27	44	4	0	122	1	187	3	1	0	23	0	0	95	64	14	2	1	0	94	1	0
68	2	1	46	10	7	201	7	0	147	1	31	71	98	1	28	67	71	2	168	2	123	0	216	101	144	147	0	0	0	36	0	1
9	147	5	47	77	74	26	204	300	12	264	37	12	0	589	67	1	26	0	3	27	32	1	0	65	34	133	1	107	1	19	80	6
115	68	170	94	249	25	28	172	53	44	325	64	57	513	549	29	12	96	52	205	73	106	303	59	184	14	128	38	33	215	101	538	15
108	337	96	89	182	136	75	100	233	18	135	79	123	0	261	139	3	86	132	3	206	258	200	0	152	126	35	530	65	114	98	99	14
27	0	3	28	178	110	61	11	2	103	0	333	69	265	3	82	360	64	388	19	1	19	39	106	76	82	20	139	0	437	371	2	9
280	7	232	154	167	22	87	218	1	83	78	25	204	226	6	103	77	60	60	341	265	63	237	132	177	208	42	98	5	256	55	0	11
158	293	296	60	47	15	54	81	178	281	209	49	6	0	132	214	3	9	276	1	151	118	88	1	13	22	210	101	60	238	128	18	14
179	3	225	92	13	18	96	42	1	62	336	23	54	0	0	72	2	42	125	1	184	82	125	2	219	139	125	32	154	615	146	0	10
16	103	1	11	143	102	106	127	277	121	1	30	66	2	76	112	1	50	1	5	0	140	2	1	119	118	53	0	3	4	97	51	4
101	4	118	76	28	224	31	25	3	61	396	82	157	373	2	387	81	184	50	14	38	31	380	87	174	49	285	668	87	85	95	3	11
164	0	214	30	97	104	338	193	1	38	361	161	276	2	0	37	0	113	35	3	383	67	279	0	120	89	281	480	145	88	89	1	10
49	80	1	80	95	18	86	97	140	365	2	93	14	163	402	70	52	25	0	5	0	126	1	310	355	89	55	0	0	1	116	77	5
142	58	4	265	110	26	2	181	210	81	0	35	10	1	136	34	0	95	0	1	0	51	0	1	79	28	204	2	0	0	44	241	4
96	76	1	60	79	164	21	71	152	8	2	160	125	195	147	3	236	120	1	214	0	33	1	42	36	31	63	1	0	1	20	71	5
107	0	182	89	324	292	12	326	0	62	37	211	43	2	1	43	0	40	12	2	4	117	226	0	39	58	83	384	167	96	63	3	10
154	0	46	59	61	18	42	119	0	135	157	29	45	1	1	141	1	40	140	0	203	42	123	0	107	197	80	72	120	370	94	1	10
56	35	0	93	141	208	62	73	135	29	0	79	115	29	612	196	31	92	240	255	0	8	123	40	61	20	147	423	1	195	237	250	13
76	94	1	138	150	12	87	110	430	60	0	106	327	267	307	2	103	68	295	53	2	124	207	340	54	91	58	2	1	409	42	872	13
71	177	510	35	52	131	144	231	134	136	30	118	48	288	37	87	39	7	2	154	385	101	0	1	38	49	102	1	20	3	100	27	7
88	1	0	71	269	95	37	83	2	17	2	87	13	176	4	146	228	58	146	53	1	46	301	266	122	15	138	633	2	232	53	2	9
21	47	110	35	96	20	64	43	470	145	121	111	42	0	196	17	0	75	370	1	211	75	309	0	65	84	74	206	459	400	38	646	14
59	350	0	78	47	91	111	19	786	76	1	56	41	2	130	35	0	72	356	1	0	31	95	1	93	49	51	269	1	131	42	186	12
73	2	0	96	54	63	75	147	3	42	4	67	118	0	0	52	1	165	0	0	0	246	0	1	155	16	70	0	1	1	57	4	0
37	108	250	45	67	75	204	140	302	48	175	16	100	2	33	20	0	87	0	1	23	210	0	0	201	39	101	0	995	0	127	233	6
91	415	1	135	52	120	44	41	65	4	0	15	120	3	128	402	0	131	254	1	1	84	86	0	38	73	10	184	1	78	180	397	12
168	278	408	7	177	150	46	134	115	96	231	64	66	1	87	133	6	136	1	0	453	118	1	0	174	61	182	0	231	0	88	669	6
33	244	0	2	12	120	34	64	399	19	0	83	33	1	16	86	2	137	1	0	2	52	1	1	96	133	272	2	0	0	200	96	4
159	342	260	160	135	169	227	49	114	34	349	83	22	2	518	103	0	27	1	0	381	46	4	3	33	124	2	0	306	1	88	37	6
109	99	505	62	28	166	124	143	25	197	198	24	178	0	117	117	1	41	135	0	376	52	294	0	52	144	150	146	48	194	71	201	14
126	12	273	71	43	34	211	226	55	61	132	70	63	290	94	107	226	60	389	142	302	137	75	155	73	32	48	19	137	200	212	453	15
36	1	2	64	82	81	196	31	1	236	1	120	118	102	1	174	69	248	225	104	0	43	534	272	83	79	87	173	1	135	79	2	9
86	0	103	77	42	14	68	120	3	60	48	151	149	423	5	117	99	26	2	238	800	22	2	53	89	69	75	0	362	1	60	1	3
27	67	0	40	58	111	251	85	629	106	0	134	165	0	13	98	0	64	320	0	0	91	69	1	109	32	297	364	0	168	89	144	12
53	312	2	51	8	31	69	87	216	111	4	125	66	243	462	37	53	185	213	174	0	134	223	442	21	93	51	28	2	150	97	392	13
12	258	0	151	50	263	68	33	210	43	2	207	230	0	216	90	0	321	130	1	0	6	192	0	59	31	96	256	0	198	131	274	12
108	144	181	2	113	59	35	213	351	113	128	63	121	1	71	41	1	14	103	0	85	63	59	3	124	224	319	254	250	271	28	351	14
29	0	0	117	250	55	35	179	1	97	2	66	222	63	1	28	48	46	31	196	0	67	145	78	79	175	52	137	1	150	30	1	9
85	0	4	180	70	17	67	211	0	46	1	33	67	207	0	73	114	318	79	95	2	43	120	601	40	89	160	157	1	216	31	0	9
87	2	465	211	125	45	195	9	0	90	150	266	133	0	1	38	1	55	189	5	12	42	115	1	57	4	41	64	499	253	19	0	10
220	0	1	72	136	127	3	63	2	279	1	185	160	0	0	188	1	21	114	1	0	36	114	1	4	88	68	98	1	139	148	2	8
68	142	354	205	44	44	34	123	341	156	68	105	57	2	176	168	0	58	0	1	331	19	0	4	206	142	59	0	404	0	123	71	6
72	143	0	29	38	28	89	199	446	69	1	134	268	31	100	248	69	123	160	169	0	82	275	146	218	218	22	104	0	180	63	332	13
111	6	119	130	219	136	117	161	4	279	122	35	236	3	1	109	3	56	0	0	105	157	1	0	11	70	62	0	199	0	7	0	2
98	204	117	34	54	360	50	198	200	73	97	192	55	3	126	40	1	277	57	2	610	79	148	1	37	233	35	27	480	53	136	66	14
76	0	81	80	90	202	98	36	1	184	134	148	28	257	0	113	243	3	48	123	237	155	166	343	17	206	23	286	579	98	179	1	11
223	234	2	122	9	25	25	108	221	245	0	74	127	0	138	7	0	98	1034	0	0	88	172	0	109	21	64	27	0	138	16	427	12
47	728	25	46	61	345	146	30	186	167	192	80	5	2	175	105	1	93	0	0	206	24	0	0	229	6	56	0	223	0	51	80	6
32	38	0	171	184	129	132	53	142	32	0	108	158	137	2	232	30	51	567	205	2	220	376	35	9	69	22	1	0	215	89	349	13
151	346	1	198	29	114	29	61	125	136	0	94	64	0	19	112	1	81	309	1	1	28	109	2	80	44	102	343	2	269	134	433	12
179	34	304	50	31	36	40	114	103	98	644	24	19	5	27	37	0	12	210	0	55	177	108	1	63	75	99	191	328	581	55	31	14
190	297	1	66	79	37	66	58	196	89	1	172	34	0	359	64	1	8	74	1	1	151	372	0	21	296	179	74	1	174	178	316	12
60	122	282	95	32	164	45	94	176	37	179	15	123	198	146	103	548	51	1	176	141	36	1	85	128	152	221	0	82	0	80	395	7
129	280	1	64	129	149	26	164	128	213	0	171	85	1	152	261	0	180	0	0	2	66	1	1	34	56	33	1	0	0	138	188	4
46	444	0	115	176	113	130	177	83	80	1	291	41	3	197	59	1	159	1	0	1	83	2	2	133	84	243	0	3	0	112	184	4
81	286	136	639	91	193	227	170	234	65	81	95	14	1	326	23	0	65	0	1	228	65	1	1	27	61	54	0	335	1	102	269	6
30	0	1	60	28	94	219	37	0	68	0	160	53	0	1	11	0	83	1	0	1	11	4	4	53	53	23	0	0	1	135	2	0
79	2	0	76	34	394	40	127	0	21	2	187	22	80	7	120	389	47	127	118	0	58	38	73	64	40	85	61	2	340	27	0	9
33	282	0	71	112	160	273	41	48	74	2	17	44	0	268	130	1	75	79	1	0	203	40	0	43	117	56	222	1	265	30	70	12
37	252	667	202	96	39	109	84	167	39	102	14	11	1	285	91	0	243	204	3	144	591	99	1	89	163	107	87	525	220	243	484	14
73	65	301	211	64	227	175	98	284	36	294	59	30	1	348	39	0	16	1	1	93	19	1	0	457	266	76	2	68	0	86	68	6
346	0	180	69	21	33	121	248	0	206	502	199	194	191	3	111	47	117	147	238	362	255	131	129	271	19	181	226	54	110	137	0	11
78	65	633	67	14	190	36	13	614	37	275	47	106	95	69	141	2	76	70	150	329	74	36	200	145	2	39	16	597	162	23	242	15
144	245	4	117	108	12	98	91	85	49	2	150	61	1	163	57	0	69	96	1	0	318	274	2	92	63	232	13	1	271	21	97	12
70	2	0	58	249	111	242	79	1	211	0	42	92	1	1	105	1	46	2	0	0	59	1	4	197	25	129	4	1	0	140	0	0
55	135	0	5	73	93	12	136	25	49	2	34	44	141	93	173	178	238	0	262	1	27	3	158	20	64	231	2	1	0	67	122	5
132	0	0	27	119	175	212	194	1	41	3	43	136	99	0	16	157	196	1	33	3	10	0	174	49	42	73	1	2	2	26	0	1
129	239	275	27	64	21	43	129	205	68	54	73	1	1	483	42	2	89	48	1	185	83	336	0	139	105	141	173	121	402	25	403	14
59	0	398	87	126	60	64	223	0	189	487	52	85	34	0	28	504	102	154	22	207	205	377	135	31	87	151	345	128	185	61	0	11
18	1	42	326	106	132	75	83	1	27	288	97	77	1	2	86	2	103	196	1	18	113	41	4	12	12	253	287	279	71	169	0	10
112	34	258	57	70	106	48	137	12	162	58	77	159	152	111	38	147	190	3	47	542	155	0	421	131	196	231	2	59	0	21	64	7
7	3	0	85	45	77	170	15	1	167	4	92	31	1	3	206	0	188	6	0	0	259	1	2	224	152	76	1	0	0	98	3	0
116	0	1	132	203	34	120	111	0	43	2	75	46	267	1	18	306	13	0	172	1	33	1	93	12	174	44	0	1	7	84	7	1
121	162	46	44	21	306	28	192	263	149	143	19	52	7	41	48	69	36	272	148	90	84	350	342	70	54	261	124	190	55	40	208	15
221	75	0	44	20	5	125	9	263	10	0	180	29	130	218	26	31	52	196	125	0	194	483	16	162	79	35	7	0	88	19	150	13
154	11	0	88	133	197	20	86	467	12	1	160	43	236	142	69	427	40	2	118	0	36	0	321	63	141	92	1	0	1	263	48	5
141	1	106	145	119	75	100	122	1	93	478	9	45	241	1	112	239	6	163	90	208	191	122	33	86	80	56	165	240	61	23	0	11
22	0	0	82	155	34	38	46	0	36	0	27	57	2	1	54	0	62	143	0	2	45	142	0	57	142	49	127	0	161	63	1	8
198	0	333	184	161	38	91	69	0	73	124	216	81	0	0	20	0	89	134	2	138	14	78	1	143	37	159	40	124	215	47	2	10
267	56	44	15	148	34	47	59	297	93	209	122	93	1	87	71	0	27	1	1	347	51	0	3	22	170	93	1	491	0	129	55	6
90	196	1	143	94	49	204	25	338	52	0	1	125	2	554	22	1	123	182	0	0	123	86	2	74	22	174	429	0	278	14	53	12
200	0	91	24	200	33	50	83	3	66	395	18	92	50	2	65	190	138	221	295	59	9	82	55	115	85	280	679	22	73	61	0	11
117	126	9	61	125	249	70	28	245	143	85	140	46	1	49	57	1	147	132	3	102	84	313	1	74	138	21	212	127	50	53	159	14
109	0	129	57	41	12	97	112	0	45	219	402	111	0	4	136	0	149	1	1	244	52	1	3	142	328	249	1	340	0	140	0	2
91	1	2	118	147	212	89	25	0	70	0	38	217	2	0	44	0	33	0	1	4	366	0	2	26	56	115	1	0	3	147	0	0
44	1	0	12	92	130	93	108	3	209	2	59	264	130	3	62	201	210	0	160	1	98	2	187	109	177	23	0	0	0	31	5	1
184	231	765	70	75	11	380	10	286	169	48	91	73	0	121	126	2	17	0	1	327	54	3	7	136	9	75	0	370	0	208	120	6
222	0	0	167	94	32	89	183	1	98	0	67	26	3	2	69	2	124	1	1	0	27	1	1	35	41	17	0	0	0	192	2	0
80	4	1	136	186	165	151	139	2	57	4	279	162	1	0	97	1	62	0	5	1	51	2	0	63	79	212	0	0	2	66	0	0
43	0	81	118	4	49	51	150	0	73	150	164	85	1	1	33	0	111	47	3	117	385	20	1	77	93	284	111	228	171	98	1	10
45	91	3	33	7	36	77	190	116	216	3	541	139	2	131	132	3	42	0	1	1	110	1	0	8	83	100	1	1	0	264	207	4
70	2	50	69	62	65	108	82	2	12	399	85	395	3	0	142	2	124	0	3	299	30	0	1	67	2	108	0	31	0	51	2	2
112	3	374	140	64	89	73	53	0	73	12	46	46	0	0	87	0	57	28	3	333	3	209	2	45	30	219	745	195	69	256	0	10
33	90	0	46	107	44	335	53	471	24	1	341	83	124	49	49	64	98	0	102	0	183	1	408	106	98	120	0	6	0	160	29	5
27	1	0	57	95	14	82	150	0	119	0	66	129	0	0	186	3	222	0	0	0	94	3	3	42	167	191	2	1	0	58	0	0
170	1	0	75	72	48	84	122	0	74	4	68	31	1	0	171	0	162	640	1	0	10	113	0	59	49	66	232	1	163	199	3	8
136	26	89	124	81	225	5	190	133	39	135	51	170	2	179	160	4	210	2	2	555	27	0	3	76	0	187	0	159	0	61	58	6
69	106	0	21	36	88	298	137	167	53	0	34	28	185	815	242	50	83	0	44	0	184	1	501	30	251	60	1	2	1	68	58	5
39	5	58	94	113	93	20	147	0	95	79	93	80	1	0	82	3	61	0	2	354	20	0	2	4	77	39	0	325	3	62	0	2
29	533	4	196	28	575	75	56	99	100	2	63	137	88	66	58	134	67	97	235	0	537	134	136	8	42	117	134	2	60	86	77	13
153	238	127	94	44	75	66	96	436	46	516	153	1	2	238	77	0	98	140	0	58	53	88	2	120	25	76	36	239	167	42	539	14
202	34	423	31	41	313	151	387	72	122	100	28	65	75	148	13	237	48	3	573	30	81	5	161	27	70	207	1	418	0	141	220	7
76	193	49	116	18	42	174	246	223	520	13	70	394	3	262	57	0	118	85	3	142	98	111	0	193	191	120	200	178	315	44	233	14
80	0	2	97	9	23	68	39	2	125	2	137	226	192	0	56	85	58	0	236	1	78	2	36	10	89	226	0	1	0	39	0	1
70	2	106	165	14	70	37	263	1	141	85	116	67	0	1	300	0	55	0	0	145	101	0	0	86	70	115	0	172	0	174	0	2
48	62	0	248	4	120	70	28	185	45	0	119	19	2	287	76	1	100	169	0	0	39	127	3	85	93	219	48	0	136	37	343	12
148	0	1	32	129	80	224	68	2	123	0	103	143	0	0	306	2	67	194	2	2	10	131	0	15	180	175	121	1	49	82	3	8
100	167	3	24	121	138	181	39	66	27	2	31	203	318	312	174	121	80	73	69	0	94	300	395	198	13	36	172	1	105	252	150	13
33	201	0	50	87	232	207	42	37	78	0	102	45	2	92	234	0	7	162	0	0	76	398	1	135	30	58	93	1	436	236	573	12
49	2	726	32	38	66	91	63	2	46	36	289	288	0	0	56	0	106	295	0	53	94	100	0	100	185	37	82	157	24	62	1	10
22	333	58	4	11	429	109	117	169	199	81	36	47	0	169	8	1	67	0	2	81	165	1	3	114	64	233	1	140	0	180	59	6
28	154	413	243	9	19	161	65	90	142	111	225	154	1	119	9	0	24	0	0	285	76	1	0	4	70	119	0	367	1	200	202	6
181	90	376	14	185	249	91	32	142	236	190	39	220	2	92	18	3	86	1	0	102	81	0	0	23	55	91	1	297	1	50	151	6
294	0	394	32	70	164	99	255	0	81	93	35	97	1	1	85	0	57	265	0	39	36	721	0	221	88	20	170	352	87	398	0	10
24	165	146	56	103	20	241	54	268	72	628	28	12	11	212	45	690	150	3	112	12	65	0	480	315	45	86	3	92	0	66	537	7
37	1	526	112	138	43	153	10	2	108	125	151	32	140	0	60	241	17	12	74	129	104	400	244	46	109	53	301	408	194	155	5	11
160	229	1	56	84	40	36	64	190	115	0	50	86	2	23	0	0	40	103	0	0	25	547	0	24	98	69	244	1	224	62	10	12
114	0	2	61	348	94	113	47	0	252	3	61	123	0	0	28	0	38	162	0	4	65	86	1	77	49	181	54	0	216	97	0	8
271	28	0	266	67	83	89	67	20	83	0	68	93	0	308	115	0	43	207	0	1	41	288	0	79	37	42	330	0	189	66	74	12
42	133	90	57	45	12	25	261	42	147	67	64	58	164	29	223	151	147	115	286	134	111	100	417	23	150	23	63	300	106	33	90	15
49	1	0	96	63	220	41	42	4	173	0	92	82	28	1	61	141	117	0	437	0	0	0	164	94	200	60	1	0	1	28	1	1
349	59	426	31	126	43	18	124	23	140	203	189	10	2	843	19	1	118	143	1	184	124	88	0	55	84	110	109	38	191	153	121	14
61	1	136	72	26	73	22	216	1	266	260	161	96	4	1	92	1	48	81	2	359	144	56	1	257	108	428	216	214	146	39	1	10
223	2	176	83	19	145	94	244	1	123	665	96	6	0	5	193	0	36	4	0	439	129	0	0	10	37	67	3	30	1	38	0	2
29	1	1	47	129	43	188	68	0	51	0	159	3	1	3	105	1	140	98	0	0	67	75	1	91	348	31	220	2	355	81	0	8
93	2	194	41	75	17	86	5	0	204	244	17	40	219	2	36	401	100	0	156	129	3	0	207	21	44	299	0	61	1	110	0	3
56	2	182	78	250	33	65	80	0	336	338	27	47	75	0	19	92	5	317	574	233	18	404	73	64	244	173	137	283	90	386	0	11
71	2	115	132	22	115	126	176	1	391	164	6	206	0	0	117	0	136	21	3	452	76	94	0	8	17	24	167	231	48	78	1	10
22	1	0	23	9	51	37	204	0	33	1	158	120	167	0	19	835	108	2	198	0	166	0	264	98	133	106	3	0	1	218	1	1
17	83	1	16	91	133	86	5	226	77	2	12	70	103	25	160	45	149	19	179	1	23	139	70	122	124	175	159	0	38	137	349	13
270	1	0	82	138	37	199	160	3	62	0	41	109	433	0	36	202	98	286	134	3	228	209	106	124	66	49	92	3	66	188	1	9
131	184	2	191	125	79	51	51	136	420	0	66	31	94	222	63	144	38	0	227	2	309	0	142	48	120	49	2	2	1	48	46	5
332	0	156	106	50	63	34	74	2	123	194	45	71	5	0	170	0	144	248	2	255	32	149	0	9	212	8	93	194	82	380	0	10
33	172	181	54	44	132	114	244	18	13	286	114	13	1	174	198	0	93	2	0	100	218	6	0	165	245	59	0	93	0	225	356	6
243	0	312	14	152	105	117	132	0	27	150	68	116	0	0	196	1	41	0	4	171	27	0	0	112	13	40	1	189	0	238	1	2
84	1	0	285	199	54	88	155	1	207	1	158	161	554	0	120	64	328	4	119	0	64	0	16	72	90	175	1	0	1	268	3	1
36	2	1	117	99	262	86	83	5	42	1	4	223	3	1	37	0	21	2	1	2	138	5	2	67	187	46	4	0	1	50	6	0
10	78	125	322	19	183	57	9	239	66	128	68	9	157	42	97	320	63	272	8	148	91	213	308	29	244	300	197	127	52	74	366	15
31	0	223	60	65	137	101	153	0	29	83	75	126	0	0	21	0	40	74	0	322	56	350	6	149	71	83	32	29	275	27	3	10
33	4	137	37	182	39	236	86	0	49	126	60	48	2	2	25	1	81	280	0	169	13	304	5	104	87	18	459	88	372	188	0	10
141	2	1	101	61	78	36	30	0	78	1	113	21	1	1	48	0	53	2	0	1	14	0	1	141	143	98	1	0	1	26	1	0
6	0	0	156	138	357	14	103	0	126	1	112	183	0	3	13	0	63	0	0	0	331	2	1	13	154	64	1	0	0	72	0	0
75	167	186	48	243	28	432	167	304	102	115	73	104	134	225	227	176	84	274	19	75	52	236	164	96	319	36	115	139	171	67	176	15
96	507	1	130	137	115	67	87	326	129	0	57	64	2	159	86	1	10	0	6	2	85	2	0	16	70	68	1	1	1	88	276	4
133	0	1	281	187	354	119	107	3	100	0	84	90	51	0	94	101	277	3	105	0	84	3	64	146	56	226	0	4	0	6	1	1
61	523	205	16	100	52	109	51	203	5	188	3	14	1	87	128	2	321	2	0	142	16	1	0	126	22	23	0	173	6	35	100	6
83	2	23	32	55	72	50	40	0	4	545	275	198	0	1	272	0	120	15	0	226	72	237	0	143	21	68	20	90	232	45	0	10
26	1	322	21	132	197	104	35	0	308	210	62	32	1	0	24	2	26	1	1	558	140	0	0	164	264	139	3	442	0	223	2	2
81	143	0	65	87	72	44	69	52	30	0	144	44	180	591	85	143	76	0	130	0	97	2	63	65	197	68	0	0	0	52	309	5
279	290	0	41	76	258	18	222	60	158	4	10	40	1	153	204	0	52	149	0	0	27	78	1	85	193	21	69	1	299	73	269	12
50	490	265	32	18	62	147	73	95	49	232	66	114	186	178	8	138	13	2	348	174	54	1	251	10	74	97	2	968	1	137	122	7
223	287	272	146	178	67	42	99	92	164	295	62	183	2	529	77	3	112	1	4	148	110	3	3	126	11	186	0	60	0	6	45	6
37	58	134	71	76	298	93	141	115	84	513	44	10	0	118	2	1	101	0	0	29	10	0	1	4	132	44	0	114	0	54	283	6
88	1	69	126	70	15	39	8	0	102	178	87	138	71	0	26	159	165	13	406	319	31	136	127	104	54	8	16	230	609	64	0	11
349	0	1	23	358	27	6	73	2	200	3	100	117	118	0	101	479	117	1	12	2	103	0	103	165	121	130	1	0	0	62	0	1
177	98	0	126	86	122	83	24	250	80	3	19	25	169	194	277	124	28	295	44	0	42	78	520	94	35	101	136	0	90	108	326	13
79	0	1	64	137	132	180	149	4	235	1	96	112	0	1	14	0	201	0	0	1	111	0	1	11	134	400	0	3	0	243	0	0
114	0	145	45	28	51	104	167	2	19	391	82	41	0	1	170	1	6	1	2	139	2	0	2	14	57	33	3	68	0	80	1	2
133	1	0	146	108	109	73	46	1	29	2	152	106	88	4	103	268	107	1	94	1	46	0	18	194	200	25	0	1	0	188	0	1
14	2	1	200	269	72	55	88	0	36	1	304	26	114	2	233	158	115	61	103	2	123	49	191	29	81	47	249	0	88	88	3	9
274	0	149	82	117	33	131	130	0	55	65	75	71	0	3	53	1	39	327	0	139	77	75	0	65	4	100	97	73	260	55	1	10
150	886	171	161	68	46	202	100	10	45	67	101	63	1	139	125	2	37	105	1	107	15	169	0	93	89	105	209	256	317	106	124	14
15	227	1	308	25	278	35	302	242	5	1	47	59	212	121	116	772	88	1	241	2	20	0	212	66	129	86	0	0	0	98	69	5
34	1	0	148	54	66	136	157	0	97	1	64	190	0	1	16	1	3	0	0	0	49	1	0	367	64	16	3	0	3	30	3	0
16	56	210	18	46	42	113	117	134	42	0	104	73	0	44	158	0	68	231	0	93	136	228	0	149	35	50	38	301	243	24	262	14
47	0	128	376	124	263	252	133	0	105	158	111	18	1	1	55	0	67	351	1	76	91	159	2	59	239	51	261	46	13	17	1	10
18	0	482	74	210	82	117	100	0	59	187	161	43	8	0	161	2	15	0	2	405	225	2	2	66	166	181	1	161	1	69	0	2
161	39	10	109	30	31	87	108	118	21	176	130	77	1	95	204	3	100	0	0	218	182	0	1	23	154	85	1	394	5	298	98	6
127	0	0	112	189	76	36	100	2	60	1	72	1	0	1	26	1	50	532	1	0	25	35	3	12	82	56	120	0	914	97	3	8
114	64	27	172	83	118	21	210	31	385	263	74	66	0	82	62	1	264	269	1	289	0	61	2	17	65	117	257	59	220	169	101	14
83	76	2	172	129	254	62	137	631	47	0	58	48	0	345	121	2	64	203	0	0	24	113	1	58	68	54	161	1	39	17	65	12
6	1	0	91	95	194	57	112	2	45	1	104	45	0	0	21	0	182	60	3	1	118	169	1	93	32	34	54	1	308	180	1	8
63	1	60	143	88	125	86	49	0	94	228	161	202	1	1	63	0	394	400	1	46	60	32	3	59	39	159	462	277	109	51	1	10
108	351	143	88	31	180	90	129	157	105	536	26	38	1	129	176	2	90	0	0	582	19	0	0	92	61	182	1	572	7	137	177	6
125	119	331	107	229	61	110	151	57	68	17	11	87	2	456	87	0	34	31	0	494	114	33	1	57	109	151	142	626	131	21	201	14
54	2	227	58	23	91	285	109	0	43	173	206	12	178	2	135	178	157	0	37	290	346	1	129	184	37	69	1	479	2	74	1	3
34	542	0	68	20	109	6	34	153	23	0	67	179	15	193	85	41	351	78	5	3	125	100	133	29	1	60	93	0	82	218	141	13
110	595	139	47	221	45	63	189	153	68	283	13	84	1	252	129	1	27	314	1	109	89	33	0	107	5	116	120	531	412	23	65	14
10	2	62	24	94	37	242	4	0	136	138	21	124	0	1	15	1	149	0	0	115	166	1	1	26	53	20	0	292	1	142	1	2
15	3	0	23	113	104	126	24	0	16	0	26	104	330	0	181	158	124	450	99	0	72	153	138	52	73	141	233	2	44	143	2	9
73	442	194	109	139	8	152	73	135	89	57	245	262	2	94	62	1	21	0	0	379	252	0	0	132	71	36	0	364	1	90	266	6
126	292	68	163	53	36	84	24	118	257	237	230	127	132	141	217	38	95	0	74	514	64	1	197	87	43	334	1	19	3	264	492	7
